rownames,year,species,species_latin,count,hours,count_per_hour,count_per_week,species_binary
8237,1965,Gray Catbird,Dumetella carolinensis,0,158.0,0.0,0.0,American Crow
8238,1965,Gray Jay,Perisoreus canadensis,0,158.0,0.0,0.0,American Crow
8239,1965,Gray Partridge,Perdix perdix,0,158.0,0.0,0.0,American Crow
8240,1965,Great Black-backed Gull,Larus marinus,56,158.0,0.3544303797468354,59.54430379746835,American Crow
8241,1965,Great Blue Heron,Ardea herodias,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8242,1965,Great Gray Owl,Strix nebulosa,0,158.0,0.0,0.0,American Crow
8243,1965,Great Horned Owl,Bubo virginianus,6,158.0,0.0379746835443038,6.379746835443038,American Crow
8244,1965,Greater Scaup,Aythya marila,9,158.0,0.0569620253164556,9.569620253164558,American Crow
8245,1965,Greater Yellowlegs,Tringa melanoleuca,0,158.0,0.0,0.0,American Crow
8246,1965,Green-winged Teal,Anas crecca,0,158.0,0.0,0.0,American Crow
8247,1965,Gyrfalcon,Falco rusticolus,0,158.0,0.0,0.0,American Crow
8248,1965,Hairy Woodpecker,Picoides villosus,58,158.0,0.3670886075949367,61.67088607594937,American Crow
8249,1965,Harlequin Duck,Histrionicus histrionicus,0,158.0,0.0,0.0,American Crow
8250,1965,Harris's Sparrow,Zonotrichia querula,0,158.0,0.0,0.0,American Crow
8251,1965,Hermit Thrush,Catharus guttatus,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8252,1965,Herring Gull,Larus argentatus,1200,158.0,7.594936708860759,1275.9493670886077,American Crow
8253,1965,Hoary Redpoll,Acanthis hornemanni,0,158.0,0.0,0.0,American Crow
8254,1965,Hooded Merganser,Lophodytes cucullatus,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8255,1965,Horned Grebe,Podiceps auritus,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8256,1965,Horned Lark,Eremophila alpestris,0,158.0,0.0,0.0,American Crow
8257,1965,House Finch,Haemorhous mexicanus,0,158.0,0.0,0.0,American Crow
8258,1965,House Sparrow,Passer domesticus,2500,158.0,15.822784810126585,2658.2278481012663,American Crow
8259,1965,House Wren,Troglodytes aedon,0,158.0,0.0,0.0,American Crow
8260,1965,Iceland Gull,Larus glaucoides,0,158.0,0.0,0.0,American Crow
8261,1965,Killdeer,Charadrius vociferus,0,158.0,0.0,0.0,American Crow
8262,1965,King Eider,Somateria spectabilis,0,158.0,0.0,0.0,American Crow
8263,1965,Lapland Longspur,Calcarius lapponicus,0,158.0,0.0,0.0,American Crow
8264,1965,Least Sandpiper,Calidris minutilla,0,158.0,0.0,0.0,American Crow
8265,1965,Lesser Black-backed Gull,Larus fuscus,0,158.0,0.0,0.0,American Crow
8266,1965,Lesser Scaup,Aythya affinis,0,158.0,0.0,0.0,American Crow
8267,1965,Lesser Yellowlegs,Tringa flavipes,0,158.0,0.0,0.0,American Crow
8268,1965,Lincoln's Sparrow,Melospiza lincolnii,0,158.0,0.0,0.0,American Crow
8269,1965,Little Gull,Hydrocoloeus minutus,0,158.0,0.0,0.0,American Crow
8270,1965,Long-eared Owl,Asio otus,2,158.0,0.0126582278481012,2.1265822784810124,American Crow
8271,1965,Long-tailed Duck,Clangula hyemalis,17,158.0,0.1075949367088607,18.075949367088608,American Crow
8272,1965,Mallard,Anas platyrhynchos,440,158.0,2.7848101265822787,467.8481012658228,American Crow
8273,1965,Marsh Wren,Cistothorus palustris,0,158.0,0.0,0.0,American Crow
8274,1965,Merlin,Falco columbarius,0,158.0,0.0,0.0,American Crow
8275,1965,Mourning Dove,Zenaida macroura,16,158.0,0.1012658227848101,17.0126582278481,American Crow
8276,1965,Mute Swan,Cygnus olor,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8277,1965,Nashville Warbler,Oreothlypis ruficapilla,0,158.0,0.0,0.0,American Crow
8278,1965,Northern Bobwhite,Colinus virginianus,0,158.0,0.0,0.0,American Crow
8279,1965,Northern Cardinal,Cardinalis cardinalis,230,158.0,1.4556962025316456,244.55696202531644,American Crow
8280,1965,Northern Flicker,Colaptes auratus,8,158.0,0.050632911392405,8.50632911392405,American Crow
8281,1965,Northern Gannet,Morus bassanus,0,158.0,0.0,0.0,American Crow
8282,1965,Northern Goshawk,Accipiter gentilis,2,158.0,0.0126582278481012,2.1265822784810124,American Crow
8283,1965,Northern Harrier,Circus cyaneus,0,158.0,0.0,0.0,American Crow
8284,1965,Northern Hawk Owl,Surnia ulula,0,158.0,0.0,0.0,American Crow
8285,1965,Northern Mockingbird,Mimus polyglottos,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8286,1965,Northern Pintail,Anas acuta,0,158.0,0.0,0.0,American Crow
8287,1965,Northern Saw-whet Owl,Aegolius acadicus,0,158.0,0.0,0.0,American Crow
8288,1965,Northern Shoveler,Anas clypeata,0,158.0,0.0,0.0,American Crow
8289,1965,Northern Shrike,Lanius excubitor,6,158.0,0.0379746835443038,6.379746835443038,American Crow
8290,1965,Orange-crowned Warbler,Oreothlypis celata,0,158.0,0.0,0.0,American Crow
8291,1965,Ovenbird,Seiurus aurocapilla,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8292,1965,Pacific Loon,Gavia pacifica,0,158.0,0.0,0.0,American Crow
8293,1965,Palm Warbler,Setophaga palmarum,0,158.0,0.0,0.0,American Crow
8294,1965,Peregrine Falcon,Falco peregrinus,0,158.0,0.0,0.0,American Crow
8295,1965,Pied-billed Grebe,Podilymbus podiceps,0,158.0,0.0,0.0,American Crow
8296,1965,Pileated Woodpecker,Dryocopus pileatus,2,158.0,0.0126582278481012,2.1265822784810124,American Crow
8297,1965,Pine Grosbeak,Pinicola enucleator,130,158.0,0.8227848101265823,138.22784810126583,American Crow
8298,1965,Pine Siskin,Spinus pinus,110,158.0,0.6962025316455697,116.96202531645572,American Crow
8299,1965,Pine Warbler,Setophaga pinus,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8300,1965,Pomarine Jaeger,Stercorarius pomarinus,0,158.0,0.0,0.0,American Crow
8301,1965,Purple Finch,Haemorhous purpureus,14,158.0,0.0886075949367088,14.886075949367088,American Crow
8302,1965,Purple Sandpiper,Calidris maritima,0,158.0,0.0,0.0,American Crow
8303,1965,Red-bellied Woodpecker,Melanerpes carolinus,0,158.0,0.0,0.0,American Crow
8304,1965,Red-breasted Merganser,Mergus serrator,14,158.0,0.0886075949367088,14.886075949367088,American Crow
8305,1965,Red-breasted Nuthatch,Sitta canadensis,11,158.0,0.0696202531645569,11.69620253164557,American Crow
8306,1965,Red-headed Woodpecker,Melanerpes erythrocephalus,0,158.0,0.0,0.0,American Crow
8307,1965,Red-necked Grebe,Podiceps grisegena,0,158.0,0.0,0.0,American Crow
8308,1965,Red-shouldered Hawk,Buteo lineatus,0,158.0,0.0,0.0,American Crow
8309,1965,Red-tailed Hawk,Buteo jamaicensis,49,158.0,0.310126582278481,52.10126582278481,American Crow
8310,1965,Red-throated Loon,Gavia stellata,0,158.0,0.0,0.0,American Crow
8311,1965,Red-winged Blackbird,Agelaius phoeniceus,15,158.0,0.0949367088607595,15.949367088607596,American Crow
8312,1965,Red Crossbill,Loxia curvirostra,4,158.0,0.0253164556962025,4.253164556962025,American Crow
8313,1965,Redhead,Aythya americana,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8314,1965,Ring-billed Gull,Larus delawarensis,160,158.0,1.0126582278481011,170.126582278481,American Crow
8315,1965,Ring-necked Duck,Aythya collaris,0,158.0,0.0,0.0,American Crow
8316,1965,Ring-necked Pheasant,Phasianus colchicus,160,158.0,1.0126582278481011,170.126582278481,American Crow
8317,1965,Rock Pigeon,Columba livia,0,158.0,0.0,0.0,American Crow
8318,1965,Rose-breasted Grosbeak,Pheucticus ludovicianus,0,158.0,0.0,0.0,American Crow
8319,1965,Rough-legged Hawk,Buteo lagopus,7,158.0,0.0443037974683544,7.443037974683544,American Crow
8320,1965,Ruby-crowned Kinglet,Regulus calendula,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8321,1965,Ruddy Duck,Oxyura jamaicensis,0,158.0,0.0,0.0,American Crow
8322,1965,Ruddy Turnstone,Arenaria interpres,0,158.0,0.0,0.0,American Crow
8323,1965,Ruffed Grouse,Bonasa umbellus,9,158.0,0.0569620253164556,9.569620253164558,American Crow
8324,1965,Rusty Blackbird,Euphagus carolinus,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8325,1965,Sandhill Crane,Grus canadensis,0,158.0,0.0,0.0,American Crow
8326,1965,Savannah Sparrow,Passerculus sandwichensis,0,158.0,0.0,0.0,American Crow
8327,1965,Sharp-shinned Hawk,Accipiter striatus,1,158.0,0.0063291139240506,1.0632911392405062,American Crow
8328,1965,Short-eared Owl,Asio flammeus,0,158.0,0.0,0.0,American Crow
8329,1965,Snow Bunting,Plectrophenax nivalis,4,158.0,0.0253164556962025,4.253164556962025,American Crow
8330,1965,Snow Goose,Chen caerulescens,0,158.0,0.0,0.0,American Crow
8331,1965,Snowy Owl,Bubo scandiacus,0,158.0,0.0,0.0,American Crow
8332,1965,Song Sparrow,Melospiza melodia,62,158.0,0.3924050632911392,65.92405063291139,American Crow
8333,1965,Spotted Sandpiper,Actitis macularius,0,158.0,0.0,0.0,American Crow
8334,1965,Surf Scoter,Melanitta perspicillata,0,158.0,0.0,0.0,American Crow
8335,1965,Swainson's Thrush,Catharus ustulatus,0,158.0,0.0,0.0,American Crow
8336,1965,Swamp Sparrow,Melospiza georgiana,12,158.0,0.0759493670886076,12.759493670886076,American Crow
8337,1965,Thayer's Gull,Larus thayeri,0,158.0,0.0,0.0,American Crow
8338,1965,Thick-billed Murre,Uria lomvia,0,158.0,0.0,0.0,American Crow
8339,1965,Trumpeter Swan,Cygnus buccinator,0,158.0,0.0,0.0,American Crow
8340,1965,Tufted Duck,Aythya fuligula,0,158.0,0.0,0.0,American Crow
8341,1965,Tufted Titmouse,Baeolophus bicolor,2,158.0,0.0126582278481012,2.1265822784810124,American Crow
8342,1965,Tundra Swan,Cygnus columbianus,0,158.0,0.0,0.0,American Crow
8343,1965,Turkey Vulture,Cathartes aura,0,158.0,0.0,0.0,American Crow
8344,1965,Varied Thrush,Ixoreus naevius,0,158.0,0.0,0.0,American Crow
8345,1965,Vesper Sparrow,Pooecetes gramineus,0,158.0,0.0,0.0,American Crow
8346,1965,White-breasted Nuthatch,Sitta carolinensis,79,158.0,0.5,84.0,American Crow
8347,1965,White-crowned Sparrow,Zonotrichia leucophrys,4,158.0,0.0253164556962025,4.253164556962025,American Crow
8348,1965,White-throated Sparrow,Zonotrichia albicollis,2,158.0,0.0126582278481012,2.1265822784810124,American Crow
8349,1965,White-winged Crossbill,Loxia leucoptera,0,158.0,0.0,0.0,American Crow
8350,1965,White-winged Scoter,Melanitta fusca,0,158.0,0.0,0.0,American Crow
8351,1965,Whooper Swan,Cygnus cygnus,0,158.0,0.0,0.0,American Crow
8352,1965,Wild Turkey,Meleagris gallopavo,0,158.0,0.0,0.0,American Crow
8353,1965,Wilson's Warbler,Cardellina pusilla,0,158.0,0.0,0.0,American Crow
8354,1965,Winter Wren,Troglodytes hiemalis,2,158.0,0.0126582278481012,2.1265822784810124,American Crow
8355,1965,Wood Duck,Aix sponsa,0,158.0,0.0,0.0,American Crow
8356,1965,Yellow-bellied Sapsucker,Sphyrapicus varius,0,158.0,0.0,0.0,American Crow
8357,1965,Yellow-breasted Chat,Icteria virens,0,158.0,0.0,0.0,American Crow
8358,1965,Yellow-rumped Warbler,Setophaga coronata,0,158.0,0.0,0.0,American Crow
8359,1966,American Bittern,Botaurus lentiginosus,0,159.0,0.0,0.0,American Crow
8360,1966,American Black Duck,Anas rubripes,180,159.0,1.1320754716981132,190.18867924528303,American Crow
8361,1966,American Coot,Fulica americana,29,159.0,0.1823899371069182,30.641509433962263,American Coot
8362,1966,American Crow,Corvus brachyrhynchos,2700,159.0,16.9811320754717,2852.8301886792456,American Crow
8363,1966,American Goldfinch,Spinus tristis,230,159.0,1.4465408805031446,243.01886792452828,American Crow
8364,1966,American Kestrel,Falco sparverius,11,159.0,0.0691823899371069,11.62264150943396,American Crow
8365,1966,American Pipit,Anthus rubescens,0,159.0,0.0,0.0,American Crow
8366,1966,American Robin,Turdus migratorius,2,159.0,0.0125786163522012,2.113207547169812,American Crow
8367,1966,American Three-toed Woodpecker,Picoides dorsalis,0,159.0,0.0,0.0,American Crow
8368,1966,American Tree Sparrow,Spizelloides arborea,700,159.0,4.40251572327044,739.622641509434,American Crow
8369,1966,American Wigeon,Anas americana,0,159.0,0.0,0.0,American Crow
8370,1966,American Woodcock,Scolopax minor,0,159.0,0.0,0.0,American Crow
8371,1966,Bald Eagle,Haliaeetus leucocephalus,0,159.0,0.0,0.0,American Crow
8372,1966,Baltimore Oriole,Icterus galbula,0,159.0,0.0,0.0,American Crow
8373,1966,Barn Owl,Tyto alba,0,159.0,0.0,0.0,American Crow
8374,1966,Barn Swallow,Hirundo rustica,0,159.0,0.0,0.0,American Crow
8375,1966,Barred Owl,Strix varia,0,159.0,0.0,0.0,American Crow
8376,1966,Barrow's Goldeneye,Bucephala islandica,0,159.0,0.0,0.0,American Crow
8377,1966,Belted Kingfisher,Megaceryle alcyon,2,159.0,0.0125786163522012,2.113207547169812,American Crow
8378,1966,Black-and-white Warbler,Mniotilta varia,0,159.0,0.0,0.0,American Crow
8379,1966,Black-backed Woodpecker,Picoides arcticus,0,159.0,0.0,0.0,American Crow
8380,1966,Black-capped Chickadee,Poecile atricapillus,440,159.0,2.767295597484277,464.90566037735846,American Crow
8381,1966,Black-crowned Night-Heron,Nycticorax nycticorax,0,159.0,0.0,0.0,American Crow
8382,1966,Black-headed Grosbeak,Pheucticus melanocephalus,0,159.0,0.0,0.0,American Crow
8383,1966,Black-legged Kittiwake,Rissa tridactyla,0,159.0,0.0,0.0,American Crow
8384,1966,Black-throated Gray Warbler,Setophaga nigrescens,0,159.0,0.0,0.0,American Crow
8385,1966,Black Scoter,Melanitta americana,0,159.0,0.0,0.0,American Crow
8386,1966,Black Vulture,Coragyps atratus,0,159.0,0.0,0.0,American Crow
8387,1966,Blue-gray Gnatcatcher,Polioptila caerulea,0,159.0,0.0,0.0,American Crow
8388,1966,Blue-winged Teal,Anas discors,0,159.0,0.0,0.0,American Crow
8389,1966,Blue Jay,Cyanocitta cristata,240,159.0,1.509433962264151,253.5849056603774,American Crow
8390,1966,Bohemian Waxwing,Bombycilla garrulus,0,159.0,0.0,0.0,American Crow
8391,1966,Bonaparte's Gull,Chroicocephalus philadelphia,0,159.0,0.0,0.0,American Crow
8392,1966,Boreal Chickadee,Poecile hudsonicus,0,159.0,0.0,0.0,American Crow
8393,1966,Boreal Owl,Aegolius funereus,0,159.0,0.0,0.0,American Crow
8394,1966,Brant,Branta bernicla,0,159.0,0.0,0.0,American Crow
8395,1966,Brown-headed Cowbird,Molothrus ater,3,159.0,0.0188679245283018,3.169811320754717,American Crow
8396,1966,Brown Creeper,Certhia americana,10,159.0,0.0628930817610062,10.566037735849058,American Crow
8397,1966,Brown Thrasher,Toxostoma rufum,0,159.0,0.0,0.0,American Crow
8398,1966,Bufflehead,Bucephala albeola,54,159.0,0.3396226415094339,57.0566037735849,American Crow
8399,1966,Cackling Goose,Branta hutchinsii,0,159.0,0.0,0.0,American Crow
8400,1966,Canada Goose,Branta canadensis,0,159.0,0.0,0.0,American Crow
8401,1966,Canvasback,Aythya valisineria,1,159.0,0.0062893081761006,1.056603773584906,American Crow
8402,1966,Carolina Wren,Thryothorus ludovicianus,0,159.0,0.0,0.0,American Crow
8403,1966,Caspian Tern,Hydroprogne caspia,0,159.0,0.0,0.0,American Crow
8404,1966,Cedar Waxwing,Bombycilla cedrorum,47,159.0,0.2955974842767295,49.66037735849056,American Crow
8405,1966,Chipping Sparrow,Spizella passerina,0,159.0,0.0,0.0,American Crow
8406,1966,Common Eider,Somateria mollissima,0,159.0,0.0,0.0,American Crow
8407,1966,Common Gallinule,Gallinula galeata,0,159.0,0.0,0.0,American Crow
8408,1966,Common Goldeneye,Bucephala clangula,100,159.0,0.6289308176100629,105.66037735849056,American Crow
8409,1966,Common Grackle,Quiscalus quiscula,5,159.0,0.0314465408805031,5.283018867924529,American Crow
8410,1966,Common Loon,Gavia immer,0,159.0,0.0,0.0,American Crow
8411,1966,Common Merganser,Mergus merganser,830,159.0,5.220125786163522,876.9811320754718,American Crow
8412,1966,Common Raven,Corvus corax,0,159.0,0.0,0.0,American Crow
8413,1966,Common Redpoll,Acanthis flammea,12,159.0,0.0754716981132075,12.679245283018869,American Crow
8414,1966,Common Snipe,Gallinago gallinago,0,159.0,0.0,0.0,American Crow
8415,1966,Common Yellowthroat,Geothlypis trichas,1,159.0,0.0062893081761006,1.056603773584906,American Crow
8416,1966,Cooper's Hawk,Accipiter cooperii,0,159.0,0.0,0.0,American Crow
8417,1966,Dark-eyed Junco,Junco hyemalis,412,159.0,2.591194968553459,435.3207547169811,American Crow
8418,1966,Double-crested Cormorant,Phalacrocorax auritus,0,159.0,0.0,0.0,American Crow
8419,1966,Downy Woodpecker,Picoides pubescens,100,159.0,0.6289308176100629,105.66037735849056,American Crow
8420,1966,Dunlin,Calidris alpina,0,159.0,0.0,0.0,American Crow
8421,1966,Eared Grebe,Podiceps nigricollis,0,159.0,0.0,0.0,American Crow
8422,1966,Eastern Bluebird,Sialia sialis,0,159.0,0.0,0.0,American Crow
8423,1966,Eastern Meadowlark,Sturnella magna,0,159.0,0.0,0.0,American Crow
8424,1966,Eastern Phoebe,Sayornis phoebe,0,159.0,0.0,0.0,American Crow
8425,1966,Eastern Screech-Owl,Megascops asio,0,159.0,0.0,0.0,American Crow
8426,1966,Eastern Towhee,Pipilo erythrophthalmus,1,159.0,0.0062893081761006,1.056603773584906,American Crow
8427,1966,European Starling,Sturnus vulgaris,3200,159.0,20.12578616352201,3381.132075471698,American Crow
8428,1966,Evening Grosbeak,Coccothraustes vespertinus,8,159.0,0.050314465408805,8.452830188679247,American Crow
8429,1966,Field Sparrow,Spizella pusilla,2,159.0,0.0125786163522012,2.113207547169812,American Crow
8430,1966,Fox Sparrow,Passerella iliaca,0,159.0,0.0,0.0,American Crow
8431,1966,Franklin's Gull,Leucophaeus pipixcan,0,159.0,0.0,0.0,American Crow
8432,1966,Gadwall,Anas strepera,3,159.0,0.0188679245283018,3.169811320754717,American Crow
8433,1966,Glaucous Gull,Larus hyperboreus,4,159.0,0.0251572327044025,4.226415094339624,American Crow
8434,1966,Golden-crowned Kinglet,Regulus satrapa,10,159.0,0.0628930817610062,10.566037735849058,American Crow
8435,1966,Golden Eagle,Aquila chrysaetos,0,159.0,0.0,0.0,American Crow
8436,1966,Gray Catbird,Dumetella carolinensis,0,159.0,0.0,0.0,American Crow
8437,1966,Gray Jay,Perisoreus canadensis,0,159.0,0.0,0.0,American Crow
8438,1966,Gray Partridge,Perdix perdix,9,159.0,0.0566037735849056,9.50943396226415,American Crow
8439,1966,Great Black-backed Gull,Larus marinus,95,159.0,0.5974842767295597,100.37735849056602,American Crow
8440,1966,Great Blue Heron,Ardea herodias,2,159.0,0.0125786163522012,2.113207547169812,American Crow
8441,1966,Great Gray Owl,Strix nebulosa,0,159.0,0.0,0.0,American Crow
8442,1966,Great Horned Owl,Bubo virginianus,9,159.0,0.0566037735849056,9.50943396226415,American Crow
8443,1966,Greater Scaup,Aythya marila,69,159.0,0.4339622641509434,72.90566037735849,American Crow
8444,1966,Greater Yellowlegs,Tringa melanoleuca,0,159.0,0.0,0.0,American Crow
8445,1966,Green-winged Teal,Anas crecca,0,159.0,0.0,0.0,American Crow
8446,1966,Gyrfalcon,Falco rusticolus,0,159.0,0.0,0.0,American Crow
8447,1966,Hairy Woodpecker,Picoides villosus,31,159.0,0.1949685534591195,32.75471698113208,American Crow
8448,1966,Harlequin Duck,Histrionicus histrionicus,0,159.0,0.0,0.0,American Crow
8449,1966,Harris's Sparrow,Zonotrichia querula,0,159.0,0.0,0.0,American Crow
8450,1966,Hermit Thrush,Catharus guttatus,0,159.0,0.0,0.0,American Crow
8451,1966,Herring Gull,Larus argentatus,750,159.0,4.716981132075472,792.4528301886792,American Crow
8452,1966,Hoary Redpoll,Acanthis hornemanni,0,159.0,0.0,0.0,American Crow
8453,1966,Hooded Merganser,Lophodytes cucullatus,0,159.0,0.0,0.0,American Crow
8454,1966,Horned Grebe,Podiceps auritus,2,159.0,0.0125786163522012,2.113207547169812,American Crow
8455,1966,Horned Lark,Eremophila alpestris,0,159.0,0.0,0.0,American Crow
8456,1966,House Finch,Haemorhous mexicanus,0,159.0,0.0,0.0,American Crow
8457,1966,House Sparrow,Passer domesticus,3900,159.0,24.52830188679245,4120.754716981131,American Crow
8458,1966,House Wren,Troglodytes aedon,0,159.0,0.0,0.0,American Crow
8459,1966,Iceland Gull,Larus glaucoides,0,159.0,0.0,0.0,American Crow
